YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,3,16,1,DL,466,N3767,SLC,JFK,830,829.0,-1.0,17.0,846.0,260.0,261.0,235.0,1990,1441.0,9.0,1450,1450.0,0.0,0,0,,,,,,
2015,3,16,1,MQ,3329,N818MQ,CMH,JFK,837,836.0,-1.0,30.0,906.0,106.0,123.0,85.0,483,1031.0,8.0,1023,1039.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,1308,N292JB,IAD,JFK,844,918.0,34.0,13.0,931.0,75.0,69.0,53.0,228,1024.0,3.0,959,1027.0,28.0,0,0,,0.0,0.0,0.0,28.0,0.0
2015,3,16,1,AA,164,N794AA,SFO,JFK,845,849.0,4.0,18.0,907.0,331.0,319.0,285.0,2586,1652.0,16.0,1716,1708.0,-8.0,0,0,,,,,,
2015,3,16,1,AA,1640,N5CGAA,EGE,JFK,850,840.0,-10.0,24.0,904.0,252.0,248.0,214.0,1746,1438.0,10.0,1502,1448.0,-14.0,0,0,,,,,,
2015,3,16,1,UA,898,N597UA,SFO,JFK,850,846.0,-4.0,18.0,904.0,335.0,305.0,279.0,2586,1643.0,8.0,1725,1651.0,-34.0,0,0,,,,,,
2015,3,16,1,DL,1480,N960AT,BOS,JFK,855,853.0,-2.0,39.0,932.0,77.0,93.0,46.0,187,1018.0,8.0,1012,1026.0,14.0,0,0,,,,,,
2015,3,16,1,B6,2301,N565JB,BUF,JFK,856,849.0,-7.0,12.0,901.0,84.0,68.0,51.0,301,952.0,5.0,1020,957.0,-23.0,0,0,,,,,,
2015,3,16,1,US,425,N920US,PHX,JFK,858,915.0,17.0,23.0,938.0,296.0,290.0,256.0,2153,1654.0,11.0,1654,1705.0,11.0,0,0,,,,,,
2015,3,16,1,AA,2,N789AA,LAX,JFK,900,924.0,24.0,30.0,954.0,339.0,333.0,290.0,2475,1744.0,13.0,1739,1757.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0
2015,3,16,1,VX,500,N622VA,FLL,JFK,910,911.0,1.0,9.0,920.0,165.0,181.0,163.0,1069,1203.0,9.0,1155,1212.0,17.0,0,0,,0.0,0.0,17.0,0.0,0.0
2015,3,16,1,DL,841,N176DN,LAX,JFK,915,919.0,4.0,32.0,951.0,335.0,325.0,280.0,2475,1731.0,13.0,1750,1744.0,-6.0,0,0,,,,,,
2015,3,16,1,US,1830,N107US,CLT,JFK,920,916.0,-4.0,18.0,934.0,101.0,118.0,87.0,541,1101.0,13.0,1101,1114.0,13.0,0,0,,,,,,
2015,3,16,1,VX,22,N361VA,SFO,JFK,920,918.0,-2.0,13.0,931.0,335.0,303.0,281.0,2586,1712.0,9.0,1755,1721.0,-34.0,0,0,,,,,,
2015,3,16,1,B6,354,N607JB,PBI,JFK,935,926.0,-9.0,11.0,937.0,159.0,175.0,154.0,1028,1211.0,10.0,1214,1221.0,7.0,0,0,,,,,,
2015,3,16,1,AA,84,N3DSAA,BOS,JFK,940,940.0,0.0,26.0,1006.0,75.0,81.0,44.0,187,1050.0,11.0,1055,1101.0,6.0,0,0,,,,,,
2015,3,16,1,B6,76,N662JB,MSY,JFK,940,924.0,-16.0,16.0,940.0,177.0,193.0,169.0,1182,1329.0,8.0,1337,1337.0,0.0,0,0,,,,,,
2015,3,16,1,B6,584,N703JB,MCO,JFK,940,937.0,-3.0,15.0,952.0,153.0,173.0,150.0,944,1222.0,8.0,1213,1230.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,906,N249JB,ORD,JFK,947,1005.0,18.0,15.0,1020.0,132.0,130.0,103.0,740,1303.0,12.0,1259,1315.0,16.0,0,0,,0.0,0.0,6.0,10.0,0.0
2015,3,16,1,B6,1404,N638JB,SJU,JFK,950,942.0,-8.0,16.0,958.0,250.0,256.0,230.0,1598,1348.0,10.0,1400,1358.0,-2.0,0,0,,,,,,
2015,3,16,1,B6,502,N521JB,FLL,JFK,955,955.0,0.0,12.0,1007.0,171.0,185.0,164.0,1069,1251.0,9.0,1246,1300.0,14.0,0,0,,,,,,
2015,3,16,1,B6,930,N588JB,RSW,JFK,956,940.0,-16.0,12.0,952.0,164.0,186.0,163.0,1074,1235.0,11.0,1240,1246.0,6.0,0,0,,,,,,
2015,3,16,1,AA,1580,N855AA,MIA,JFK,959,1010.0,11.0,18.0,1028.0,180.0,183.0,154.0,1089,1302.0,11.0,1259,1313.0,14.0,0,0,,,,,,
2015,3,16,1,AA,290,N3ALAA,AUS,JFK,1000,1002.0,2.0,16.0,1018.0,212.0,243.0,216.0,1521,1454.0,11.0,1432,1505.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,886,N306JB,RDU,JFK,1005,1005.0,0.0,11.0,1016.0,89.0,90.0,73.0,427,1129.0,6.0,1134,1135.0,1.0,0,0,,,,,,
2015,3,16,1,AA,120,N3HVAA,LAS,JFK,1020,1011.0,-9.0,13.0,1024.0,298.0,281.0,258.0,2248,1742.0,10.0,1818,1752.0,-26.0,0,0,,,,,,
2015,3,16,1,AA,172,N792AA,LAX,JFK,1025,1024.0,-1.0,17.0,1041.0,334.0,318.0,290.0,2475,1831.0,11.0,1859,1842.0,-17.0,0,0,,,,,,
2015,3,16,1,B6,1274,N552JB,CHS,JFK,1025,1024.0,-1.0,13.0,1037.0,114.0,133.0,106.0,636,1223.0,14.0,1219,1237.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,3,16,1,MQ,3465,N823MQ,RDU,JFK,1025,1018.0,-7.0,10.0,1028.0,87.0,84.0,68.0,427,1136.0,6.0,1152,1142.0,-10.0,0,0,,,,,,
2015,3,16,1,UA,779,N502UA,LAX,JFK,1029,1020.0,-9.0,14.0,1034.0,326.0,322.0,301.0,2475,1835.0,7.0,1855,1842.0,-13.0,0,0,,,,,,
2015,3,16,1,AA,64,N3JNAA,DFW,JFK,1030,1028.0,-2.0,16.0,1044.0,203.0,222.0,197.0,1391,1501.0,9.0,1453,1510.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,717,N358JB,BOS,JFK,1041,1037.0,-4.0,22.0,1059.0,75.0,75.0,48.0,187,1147.0,5.0,1156,1152.0,-4.0,0,0,,,,,,
2015,3,16,1,DL,410,N380DA,DEN,JFK,1041,1039.0,-2.0,14.0,1053.0,229.0,211.0,192.0,1626,1605.0,5.0,1630,1610.0,-20.0,0,0,,,,,,
2015,3,16,1,VX,406,N838VA,LAX,JFK,1045,1053.0,8.0,9.0,1102.0,330.0,313.0,294.0,2475,1856.0,10.0,1915,1906.0,-9.0,0,0,,,,,,
2015,3,16,1,B6,526,N649JB,TPA,JFK,1047,1039.0,-8.0,12.0,1051.0,163.0,169.0,149.0,1005,1320.0,8.0,1330,1328.0,-2.0,0,0,,,,,,
2015,3,16,1,MQ,3370,N528MQ,DCA,JFK,1048,1047.0,-1.0,12.0,1059.0,71.0,62.0,43.0,213,1142.0,7.0,1159,1149.0,-10.0,0,0,,,,,,
2015,3,16,1,B6,842,N661JB,SAV,JFK,1050,1050.0,0.0,14.0,1104.0,127.0,135.0,114.0,718,1258.0,7.0,1257,1305.0,8.0,0,0,,,,,,
2015,3,16,1,UA,760,N590UA,SFO,JFK,1050,1050.0,0.0,34.0,1124.0,337.0,327.0,285.0,2586,1909.0,8.0,1927,1917.0,-10.0,0,0,,,,,,
2015,3,16,1,AA,66,N634AA,SJU,JFK,1051,1047.0,-4.0,10.0,1057.0,244.0,257.0,234.0,1598,1451.0,13.0,1455,1504.0,9.0,0,0,,,,,,
2015,3,16,1,B6,218,N193JB,CLT,JFK,1052,1050.0,-2.0,10.0,1100.0,112.0,107.0,91.0,541,1231.0,6.0,1244,1237.0,-7.0,0,0,,,,,,
2015,3,16,1,AA,2393,N3GHAA,MCO,JFK,1100,1057.0,-3.0,13.0,1110.0,144.0,163.0,141.0,944,1331.0,9.0,1324,1340.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,224,N945JB,LAX,JFK,1100,1059.0,-1.0,12.0,1111.0,328.0,309.0,290.0,2475,1901.0,7.0,1928,1908.0,-20.0,0,0,,,,,,
2015,3,16,1,B6,207,N329JB,PWM,JFK,1105,1057.0,-8.0,7.0,1104.0,78.0,68.0,51.0,273,1155.0,10.0,1223,1205.0,-18.0,0,0,,,,,,
2015,3,16,1,B6,282,N236JB,HOU,JFK,1106,1056.0,-10.0,8.0,1104.0,208.0,240.0,224.0,1428,1548.0,8.0,1534,1556.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0
2015,3,16,1,DL,444,N727TW,SLC,JFK,1110,1111.0,1.0,14.0,1125.0,269.0,237.0,217.0,1990,1702.0,6.0,1739,1708.0,-31.0,0,0,,,,,,
2015,3,16,1,B6,1633,N231JB,BTV,JFK,1112,1149.0,37.0,10.0,1159.0,79.0,69.0,53.0,266,1252.0,6.0,1231,1258.0,27.0,0,0,,0.0,0.0,11.0,16.0,0.0
2015,3,16,1,DL,2426,N371NB,MSY,JFK,1115,1110.0,-5.0,19.0,1129.0,174.0,209.0,180.0,1182,1529.0,10.0,1509,1539.0,30.0,0,0,,30.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,678,N580JB,JAX,JFK,1121,1121.0,0.0,13.0,1134.0,146.0,148.0,129.0,828,1343.0,6.0,1347,1349.0,2.0,0,0,,,,,,
2015,3,16,1,DL,2074,N3750D,SEA,JFK,1125,1129.0,4.0,19.0,1148.0,315.0,295.0,269.0,2422,1917.0,7.0,1940,1924.0,-16.0,0,0,,,,,,
2015,3,16,1,B6,684,N509JB,MCO,JFK,1129,1125.0,-4.0,14.0,1139.0,163.0,163.0,141.0,944,1400.0,8.0,1412,1408.0,-4.0,0,0,,,,,,
2015,3,16,1,B6,416,N937JB,SFO,JFK,1130,1126.0,-4.0,19.0,1145.0,344.0,315.0,285.0,2586,1930.0,11.0,2014,1941.0,-33.0,0,0,,,,,,
2015,3,16,1,DL,2221,N926DL,FLL,JFK,1130,1127.0,-3.0,18.0,1145.0,184.0,194.0,164.0,1069,1429.0,12.0,1434,1441.0,7.0,0,0,,,,,,
2015,3,16,1,DL,2554,N3743H,LAS,JFK,1130,1125.0,-5.0,14.0,1139.0,297.0,283.0,259.0,2248,1858.0,10.0,1927,1908.0,-19.0,0,0,,,,,,
2015,3,16,1,B6,315,N247JB,SYR,JFK,1133,1123.0,-10.0,12.0,1135.0,74.0,59.0,40.0,209,1215.0,7.0,1247,1222.0,-25.0,0,0,,,,,,
2015,3,16,1,AA,12,N790AA,LAX,JFK,1135,1129.0,-6.0,19.0,1148.0,335.0,325.0,297.0,2475,1945.0,9.0,2010,1954.0,-16.0,0,0,,,,,,
2015,3,16,1,DL,511,N3744F,SJU,JFK,1135,1133.0,-2.0,10.0,1143.0,245.0,249.0,233.0,1598,1536.0,6.0,1540,1542.0,2.0,0,0,,,,,,
2015,3,16,1,B6,164,N531JB,SRQ,JFK,1142,1139.0,-3.0,14.0,1153.0,167.0,187.0,167.0,1041,1440.0,6.0,1429,1446.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,285,N827JB,ROC,JFK,1142,1141.0,-1.0,9.0,1150.0,79.0,76.0,59.0,264,1249.0,8.0,1301,1257.0,-4.0,0,0,,,,,,
2015,3,16,1,DL,411,N155DL,LAX,JFK,1145,1224.0,39.0,16.0,1240.0,330.0,306.0,278.0,2475,2018.0,12.0,2015,2030.0,15.0,0,0,,0.0,0.0,2.0,13.0,0.0
2015,3,16,1,DL,468,N706TW,SFO,JFK,1145,1139.0,-6.0,17.0,1156.0,336.0,303.0,278.0,2586,1934.0,8.0,2021,1942.0,-39.0,0,0,,,,,,
2015,3,16,1,B6,1026,N505JB,TPA,JFK,1151,1149.0,-2.0,11.0,1200.0,165.0,171.0,152.0,1005,1432.0,8.0,1436,1440.0,4.0,0,0,,,,,,
2015,3,16,1,B6,1002,N913JB,FLL,JFK,1155,1156.0,1.0,16.0,1212.0,182.0,192.0,167.0,1069,1459.0,9.0,1457,1508.0,11.0,0,0,,,,,,
2015,3,16,1,B6,4,N907JB,SJU,JFK,1159,1151.0,-8.0,14.0,1205.0,246.0,259.0,236.0,1598,1601.0,9.0,1605,1610.0,5.0,0,0,,,,,,
2015,3,16,1,DL,2174,N655DL,MCO,JFK,1200,1155.0,-5.0,16.0,1211.0,163.0,179.0,154.0,944,1445.0,9.0,1443,1454.0,11.0,0,0,,,,,,
2015,3,16,1,DL,719,N624AG,ATL,JFK,1205,1205.0,0.0,18.0,1223.0,140.0,147.0,121.0,760,1424.0,8.0,1425,1432.0,7.0,0,0,,,,,,
2015,3,16,1,DL,2644,N945DL,PBI,JFK,1209,1207.0,-2.0,41.0,1248.0,170.0,223.0,172.0,1028,1540.0,10.0,1459,1550.0,51.0,0,0,,51.0,0.0,0.0,0.0,0.0
2015,3,16,1,DL,1671,N918DE,MIA,JFK,1210,1205.0,-5.0,25.0,1230.0,185.0,204.0,173.0,1089,1523.0,6.0,1515,1529.0,14.0,0,0,,,,,,
2015,3,16,1,B6,654,N563JB,PBI,JFK,1212,1203.0,-9.0,20.0,1223.0,168.0,190.0,162.0,1028,1505.0,8.0,1500,1513.0,13.0,0,0,,,,,,
2015,3,16,1,DL,1247,N384DA,PHX,JFK,1213,1207.0,-6.0,17.0,1224.0,287.0,282.0,260.0,2153,1944.0,5.0,2000,1949.0,-11.0,0,0,,,,,,
2015,3,16,1,B6,117,N238JB,BOS,JFK,1220,1230.0,10.0,12.0,1242.0,80.0,60.0,40.0,187,1322.0,8.0,1340,1330.0,-10.0,0,0,,,,,,
2015,3,16,1,MQ,3091,N607MQ,BNA,JFK,1225,1215.0,-10.0,13.0,1228.0,144.0,158.0,134.0,765,1542.0,11.0,1549,1553.0,4.0,0,0,,,,,,
2015,3,16,1,DL,2650,N899AT,TPA,JFK,1226,1225.0,-1.0,10.0,1235.0,167.0,168.0,151.0,1005,1506.0,7.0,1513,1513.0,0.0,0,0,,,,,,
2015,3,16,1,DL,403,N393DA,SAN,JFK,1227,1233.0,6.0,15.0,1248.0,318.0,332.0,291.0,2446,2039.0,26.0,2045,2105.0,20.0,0,0,,14.0,0.0,6.0,0.0,0.0
2015,3,16,1,DL,763,N956AT,BOS,JFK,1230,1242.0,12.0,18.0,1300.0,77.0,66.0,42.0,187,1342.0,6.0,1347,1348.0,1.0,0,0,,,,,,
2015,3,16,1,AA,4,N798AA,LAX,JFK,1235,1236.0,1.0,13.0,1249.0,337.0,312.0,286.0,2475,2035.0,13.0,2112,2048.0,-24.0,0,0,,,,,,
2015,3,16,1,B6,324,N944JB,LAX,JFK,1235,1225.0,-10.0,13.0,1238.0,328.0,307.0,285.0,2475,2023.0,9.0,2103,2032.0,-31.0,0,0,,,,,,
2015,3,16,1,DL,1642,N381DN,RSW,JFK,1235,1232.0,-3.0,10.0,1242.0,175.0,192.0,173.0,1074,1535.0,9.0,1530,1544.0,14.0,0,0,,,,,,
2015,3,16,1,B6,1094,N526JB,AUS,JFK,1240,1236.0,-4.0,9.0,1245.0,216.0,208.0,190.0,1521,1655.0,9.0,1716,1704.0,-12.0,0,0,,,,,,
2015,3,16,1,B6,2401,N292JB,BUF,JFK,1241,1319.0,38.0,8.0,1327.0,87.0,79.0,65.0,301,1432.0,6.0,1408,1438.0,30.0,0,0,,0.0,0.0,25.0,5.0,0.0
2015,3,16,1,MQ,3145,N925MQ,CMH,JFK,1243,1238.0,-5.0,10.0,1248.0,107.0,106.0,87.0,483,1415.0,9.0,1430,1424.0,-6.0,0,0,,,,,,
2015,3,16,1,DL,920,N705TW,LAX,JFK,1245,1257.0,12.0,20.0,1317.0,325.0,306.0,279.0,2475,2056.0,7.0,2110,2103.0,-7.0,0,0,,,,,,
2015,3,16,1,MQ,3262,N614MQ,IND,JFK,1245,1241.0,-4.0,21.0,1302.0,124.0,138.0,104.0,665,1446.0,13.0,1449,1459.0,10.0,0,0,,,,,,
2015,3,16,1,AA,16,N787AA,SFO,JFK,1250,1242.0,-8.0,18.0,1300.0,328.0,318.0,287.0,2586,2047.0,13.0,2118,2100.0,-18.0,0,0,,,,,,
2015,3,16,1,AA,1660,N3BMAA,PHX,JFK,1250,1250.0,0.0,16.0,1306.0,280.0,289.0,263.0,2153,2029.0,10.0,2030,2039.0,9.0,0,0,,,,,,
2015,3,16,1,MQ,3054,N900MQ,CVG,JFK,1250,1452.0,122.0,17.0,1509.0,121.0,165.0,139.0,589,1728.0,9.0,1451,1737.0,166.0,0,0,,44.0,0.0,122.0,0.0,0.0
2015,3,16,1,MQ,3225,N818MQ,DCA,JFK,1251,1248.0,-3.0,16.0,1304.0,79.0,70.0,46.0,213,1350.0,8.0,1410,1358.0,-12.0,0,0,,,,,,
2015,3,16,1,MQ,2915,N615MQ,CLE,JFK,1253,1247.0,-6.0,17.0,1304.0,97.0,99.0,75.0,425,1419.0,7.0,1430,1426.0,-4.0,0,0,,,,,,
2015,3,16,1,UA,867,N505UA,LAX,JFK,1257,1253.0,-4.0,19.0,1312.0,326.0,326.0,298.0,2475,2110.0,9.0,2123,2119.0,-4.0,0,0,,,,,,
2015,3,16,1,AA,198,N3LVAA,ORD,JFK,1300,1254.0,-6.0,12.0,1306.0,133.0,136.0,108.0,740,1554.0,16.0,1613,1610.0,-3.0,0,0,,,,,,
2015,3,16,1,DL,2540,N3752,LAS,JFK,1300,1258.0,-2.0,11.0,1309.0,299.0,285.0,263.0,2248,2032.0,11.0,2059,2043.0,-16.0,0,0,,,,,,
2015,3,16,1,AA,1275,N633AA,STT,JFK,1305,2206.0,541.0,12.0,2218.0,268.0,246.0,225.0,1623,203.0,9.0,1733,212.0,519.0,0,0,,0.0,0.0,0.0,519.0,0.0
2015,3,16,1,AA,1508,N630AA,MIA,JFK,1306,1305.0,-1.0,19.0,1324.0,174.0,201.0,173.0,1089,1617.0,9.0,1600,1626.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0
2015,3,16,1,DL,401,N323NB,AUS,JFK,1310,1313.0,3.0,14.0,1327.0,219.0,217.0,199.0,1521,1746.0,4.0,1749,1750.0,1.0,0,0,,,,,,
2015,3,16,1,DL,788,N378DA,FLL,JFK,1315,1313.0,-2.0,26.0,1339.0,184.0,211.0,178.0,1069,1637.0,7.0,1619,1644.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
2015,3,16,1,MQ,3217,N682MQ,ORF,JFK,1323,1311.0,-12.0,25.0,1336.0,87.0,100.0,59.0,290,1435.0,16.0,1450,1451.0,1.0,0,0,,,,,,
2015,3,16,1,US,639,N195UW,CLT,JFK,1325,1325.0,0.0,15.0,1340.0,111.0,121.0,97.0,541,1517.0,9.0,1516,1526.0,10.0,0,0,,,,,,
2015,3,16,1,B6,190,N585JB,SAN,JFK,1330,1329.0,-1.0,17.0,1346.0,320.0,312.0,285.0,2446,2131.0,10.0,2150,2141.0,-9.0,0,0,,,,,,
2015,3,16,1,B6,1984,N520JB,MCO,JFK,1331,1326.0,-5.0,16.0,1342.0,165.0,184.0,160.0,944,1622.0,8.0,1616,1630.0,14.0,0,0,,,,,,
2015,3,16,1,AA,1357,N342AA,SJU,JFK,1335,1332.0,-3.0,12.0,1344.0,253.0,256.0,230.0,1598,1734.0,14.0,1748,1748.0,0.0,0,0,,,,,,
2015,3,16,1,AA,256,N791AA,LAX,JFK,1340,1342.0,2.0,20.0,1402.0,326.0,329.0,301.0,2475,2203.0,8.0,2206,2211.0,5.0,0,0,,,,,,
2015,3,16,1,DL,400,N692DL,STT,JFK,1340,1339.0,-1.0,17.0,1356.0,263.0,265.0,238.0,1623,1754.0,10.0,1803,1804.0,1.0,0,0,,,,,,
2015,3,16,1,VX,412,N628VA,LAX,JFK,1340,1339.0,-1.0,8.0,1347.0,325.0,312.0,293.0,2475,2140.0,11.0,2205,2151.0,-14.0,0,0,,,,,,
2015,3,16,1,B6,748,N806JB,LAS,JFK,1342,1342.0,0.0,21.0,1403.0,302.0,289.0,255.0,2248,2118.0,13.0,2144,2131.0,-13.0,0,0,,,,,,
2015,3,16,1,DL,1583,N709TW,SFO,JFK,1345,1340.0,-5.0,14.0,1354.0,336.0,298.0,273.0,2586,2127.0,11.0,2221,2138.0,-43.0,0,0,,,,,,
2015,3,16,1,DL,2262,N723TW,LAX,JFK,1355,1353.0,-2.0,18.0,1411.0,320.0,313.0,283.0,2475,2154.0,12.0,2215,2206.0,-9.0,0,0,,,,,,
2015,3,16,1,VX,26,N852VA,SFO,JFK,1355,1351.0,-4.0,11.0,1402.0,334.0,305.0,284.0,2586,2146.0,10.0,2229,2156.0,-33.0,0,0,,,,,,
2015,3,16,1,DL,42,N394DA,SJU,JFK,1358,1356.0,-2.0,17.0,1413.0,250.0,275.0,245.0,1598,1818.0,13.0,1808,1831.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,616,N935JB,SFO,JFK,1400,1353.0,-7.0,18.0,1411.0,335.0,312.0,281.0,2586,2152.0,13.0,2235,2205.0,-30.0,0,0,,,,,,
2015,3,16,1,UA,716,N510UA,SFO,JFK,1408,1410.0,2.0,17.0,1427.0,334.0,313.0,284.0,2586,2211.0,12.0,2242,2223.0,-19.0,0,0,,,,,,
2015,3,16,1,B6,424,N947JB,LAX,JFK,1410,1409.0,-1.0,8.0,1417.0,326.0,297.0,281.0,2475,2158.0,8.0,2236,2206.0,-30.0,0,0,,,,,,
2015,3,16,1,B6,514,N561JB,LGB,JFK,1410,1405.0,-5.0,15.0,1420.0,319.0,314.0,287.0,2465,2207.0,12.0,2229,2219.0,-10.0,0,0,,,,,,
2015,3,16,1,B6,1630,N655JB,RSW,JFK,1420,1419.0,-1.0,13.0,1432.0,174.0,193.0,173.0,1074,1725.0,7.0,1714,1732.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,3,16,1,B6,1894,N613JB,AUS,JFK,1420,1415.0,-5.0,64.0,1519.0,218.0,275.0,203.0,1521,1942.0,8.0,1858,1950.0,52.0,0,0,,52.0,0.0,0.0,0.0,0.0
2015,3,16,1,US,2017,N105UW,CLT,JFK,1420,1419.0,-1.0,10.0,1429.0,105.0,122.0,102.0,541,1611.0,10.0,1605,1621.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,16,1,AA,32,N784AA,LAX,JFK,1430,1441.0,11.0,15.0,1456.0,324.0,327.0,303.0,2475,2259.0,9.0,2254,2308.0,14.0,0,0,,,,,,
2015,3,16,1,B6,417,N187JB,BOS,JFK,1436,1430.0,-6.0,20.0,1450.0,83.0,72.0,43.0,187,1533.0,9.0,1559,1542.0,-17.0,0,0,,,,,,
2015,3,16,1,AA,193,N3ESAA,BOS,JFK,1445,1439.0,-6.0,15.0,1454.0,83.0,76.0,47.0,187,1541.0,14.0,1608,1555.0,-13.0,0,0,,,,,,
2015,3,16,1,MQ,3026,N692MQ,BWI,JFK,1450,1447.0,-3.0,22.0,1509.0,75.0,82.0,48.0,184,1557.0,12.0,1605,1609.0,4.0,0,0,,,,,,
2015,3,16,1,MQ,3361,N823MQ,RDU,JFK,1454,1448.0,-6.0,12.0,1500.0,96.0,121.0,100.0,427,1640.0,9.0,1630,1649.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,3,16,1,DL,476,N940DL,FLL,JFK,1500,1455.0,-5.0,13.0,1508.0,182.0,181.0,161.0,1069,1749.0,7.0,1802,1756.0,-6.0,0,0,,,,,,
2015,3,16,1,B6,33,N358JB,BTV,JFK,1503,1506.0,3.0,17.0,1523.0,86.0,90.0,64.0,266,1627.0,9.0,1629,1636.0,7.0,0,0,,,,,,
2015,3,16,1,AA,20,N795AA,SFO,JFK,1505,1500.0,-5.0,16.0,1516.0,322.0,309.0,284.0,2586,2300.0,9.0,2327,2309.0,-18.0,0,0,,,,,,
2015,3,16,1,DL,1430,N910AT,TPA,JFK,1505,1507.0,2.0,11.0,1518.0,168.0,175.0,155.0,1005,1753.0,9.0,1753,1802.0,9.0,0,0,,,,,,
2015,3,16,1,VX,258,N840VA,LAS,JFK,1505,1501.0,-4.0,13.0,1514.0,295.0,282.0,257.0,2248,2231.0,12.0,2300,2243.0,-17.0,0,0,,,,,,
2015,3,16,1,B6,1515,N231JB,SYR,JFK,1507,1501.0,-6.0,24.0,1525.0,87.0,85.0,51.0,209,1616.0,10.0,1634,1626.0,-8.0,0,0,,,,,,
2015,3,16,1,B6,1202,N597JB,FLL,JFK,1510,1512.0,2.0,16.0,1528.0,178.0,186.0,161.0,1069,1809.0,9.0,1808,1818.0,10.0,0,0,,,,,,
2015,3,16,1,MQ,3378,N528MQ,DCA,JFK,1511,1510.0,-1.0,36.0,1546.0,79.0,96.0,48.0,213,1634.0,12.0,1630,1646.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0
2015,3,16,1,DL,1956,N968DL,MIA,JFK,1527,1525.0,-2.0,19.0,1544.0,188.0,188.0,156.0,1089,1820.0,13.0,1835,1833.0,-2.0,0,0,,,,,,
2015,3,16,1,AA,22,N786AA,LAX,JFK,1530,1524.0,-6.0,32.0,1556.0,326.0,335.0,295.0,2475,2351.0,8.0,2356,2359.0,3.0,0,0,,,,,,
2015,3,16,1,B6,2601,N247JB,BUF,JFK,1530,1525.0,-5.0,10.0,1535.0,90.0,72.0,58.0,301,1633.0,4.0,1700,1637.0,-23.0,0,0,,,,,,
2015,3,16,1,US,622,N181UW,PHX,JFK,1530,1519.0,-11.0,26.0,1545.0,279.0,285.0,248.0,2153,2253.0,11.0,2309,2304.0,-5.0,0,0,,,,,,
2015,3,16,1,DL,2047,N902DE,MCO,JFK,1532,1528.0,-4.0,10.0,1538.0,168.0,160.0,145.0,944,1803.0,5.0,1820,1808.0,-12.0,0,0,,,,,,
2015,3,16,1,B6,307,N193JB,PWM,JFK,1535,1525.0,-10.0,20.0,1545.0,85.0,79.0,51.0,273,1636.0,8.0,1700,1644.0,-16.0,0,0,,,,,,
2015,3,16,1,B6,1784,N579JB,MCO,JFK,1536,1719.0,103.0,12.0,1731.0,163.0,168.0,144.0,944,1955.0,12.0,1819,2007.0,108.0,0,0,,5.0,0.0,9.0,94.0,0.0
2015,3,16,1,B6,524,N943JB,LAX,JFK,1540,1537.0,-3.0,14.0,1551.0,318.0,302.0,281.0,2475,2332.0,7.0,2358,2339.0,-19.0,0,0,,,,,,
2015,3,16,1,AA,1510,N5CDAA,MIA,JFK,1540,1535.0,-5.0,13.0,1548.0,183.0,189.0,158.0,1089,1826.0,18.0,1843,1844.0,1.0,0,0,,,,,,
2015,3,16,1,B6,1516,N942JB,SFO,JFK,1545,1539.0,-6.0,13.0,1552.0,331.0,298.0,278.0,2586,2330.0,7.0,16,2337.0,-39.0,0,0,,,,,,
2015,3,16,1,DL,478,N711ZX,ATL,JFK,1550,1549.0,-1.0,18.0,1607.0,150.0,144.0,119.0,760,1806.0,7.0,1820,1813.0,-7.0,0,0,,,,,,
2015,3,16,1,VX,416,N625VA,LAX,JFK,1550,1551.0,1.0,11.0,1602.0,309.0,308.0,291.0,2475,2353.0,6.0,2359,2359.0,0.0,0,0,,,,,,
